"key","en","cs"
"GamblingSettings.higherLower.cashOutClickLore","&7Click to take your winnings!","&7Klikni pro odebrání výhry!"
"GamblingSettings.higherLower.cashOutDisabled","&7Cash Out","&7Výplata"
"GamblingSettings.higherLower.cashOutWinOnceLore","&7Win at least once to cash out!","&7Vyhraj alespoň jednou pro výplatu!"
"GamblingSettings.higherLower.cashedOutLore","&7You cashed out with &a","&7Vyplatil jsi si &a"
"GamblingSettings.higherLower.cashedOutStreakLore","&7Streak: &e","&7Série: &e"
"GamblingSettings.higherLower.cashedOutTitle","&a&lCASHED OUT!","&a&lVYPLACENO!"
"GamblingSettings.higherLower.closeToContinue","&eClose to continue","&eZavři pro pokračování"
"GamblingSettings.higherLower.correctChat","&a[Casino] Correct! Streak: %streak% | Multiplier: %multiplier%x","&a[Casino] Správně! Série: %streak% | Násobitel: %multiplier%x"
"GamblingSettings.higherLower.currentWinningsLabel","&7Current Winnings: &a","&7Aktuální výhry: &a"
"GamblingSettings.higherLower.eachGuessLore","&7Each correct guess multiplies by &e","&7Každý správný tip násobí o &e"
"GamblingSettings.higherLower.gameOverTitle","&c&lGAME OVER","&c&lKONEC HRY"
"GamblingSettings.higherLower.hiddenCardText","&8&l???","&8&l???"
"GamblingSettings.higherLower.higherButton","&a&lHIGHER","&a&lVÝŠ"
"GamblingSettings.higherLower.higherLore1","&7Click if you think the next","&7Klikni, pokud si myslíš, že další"
"GamblingSettings.higherLower.higherLore2","&7card is &ahigher &7than ","&7karta je &avyšší &7než "
"GamblingSettings.higherLower.lostCardLore","&7You lost! The card was ","&7Prohrál jsi! Karta byla "
"GamblingSettings.higherLower.lostCoinsLore","&7You lost &c","&7Prohrál jsi &c"
"GamblingSettings.higherLower.lowerButton","&c&lLOWER","&c&lNÍŽ"
"GamblingSettings.higherLower.lowerLore1","&7Click if you think the next","&7Klikni, pokud si myslíš, že další"
"GamblingSettings.higherLower.lowerLore2","&7card is &clower &7than ","&7karta je &cnižší &7než "
"GamblingSettings.higherLower.makeGuessLore","&7Make your guess!","&7Hádej!"
"GamblingSettings.higherLower.maxStreakChat","&a[Casino] &6MAX STREAK! &aYou hit %streak% correct guesses! Auto-cashing out: &6%amount% coins!","&a[Casino] &6MAX SÉRIE! &aDosáhl jsi %streak% správných tipů! Automaticky vyplaceno: &6%amount% mincí!"
"GamblingSettings.higherLower.maxStreakLabel","&7Max streak: &e","&7Max série: &e"
"GamblingSettings.higherLower.multiplierLabel","&7Multiplier: &e","&7Násobitel: &e"
"GamblingSettings.higherLower.nextCardPrompt","&7Is the next card higher or lower?","&7Je další karta vyšší nebo nižší?"
"GamblingSettings.higherLower.potentialWinLabel","&7Potential Win: &a","&7Možná výhra: &a"
"GamblingSettings.higherLower.revealing","&7Revealing...","&7Odkrývám..."
"GamblingSettings.higherLower.streakLabel","&6Streak: ","&6Série: "
"GamblingSettings.higherLower.wait","&7Wait...","&7Čekej..."
"GamblingSettings.menus.bettingTitle","&6&lCasino - %game%","&6&lKasino - %game%"
"GamblingSettings.menus.blackjackTitle","&6&lBlackjack","&6&lBlackjack"
"GamblingSettings.menus.cancelButton","&c&lCancel","&c&lZrušit"
"GamblingSettings.menus.coinFlipTitle","&e&lCoin Flip","&e&lHod mincí"
"GamblingSettings.menus.higherLowerTitle","&b&lHigher or Lower","&b&lVýš nebo Níž"
"GamblingSettings.menus.playButton","&a&lPLAY!","&a&lHRÁT!"
"GamblingSettings.menus.slotsTitle","&d&lSlot Machine","&d&lHrací automat"
"GamblingSettings.messages.betPlaced","&7[Casino] Bet placed: &6%amount% coins","&7[Casino] Sázka vsazena: &6%amount% mincí"
"GamblingSettings.messages.debtWarning","&c[Casino] Warning: You are now &6%debt% coins &cin debt! The Debt Collector is watching...","&c[Casino] Varování: Nyní máš dluh &6%debt% mincí&c! Výběrčí dluhu tě sleduje..."
"GamblingSettings.messages.insufficientFunds","&c[Casino] You can't afford that bet!","&c[Casino] Na tuto sázku nemáš dostatek prostředků!"
"GamblingSettings.messages.lose","&c[%game%] Better luck next time. You lost &6%amount% coins&c.","&c[Casino] Příště více štěstí. Prohrál jsi &6%amount% mincí&c."
"GamblingSettings.messages.win","&a[%game%] Congratulations! You won &6%amount% coins&a!","&a[Casino] Gratulujeme! Vyhráls &6%amount% mincí&a!"
"GamblingSettings.slots.betLabel","&aBet: ","&aSázka: "
"GamblingSettings.slots.bigWinTitle","&a&lBIG WIN!","&a&lVELKÁ VÝHRA!"
"GamblingSettings.slots.chanceRarityNote","&8Chance shown as rarity colors","&8Šance zobrazena barvami vzácnosti"
"GamblingSettings.slots.closeToContinue","&eClose to continue","&eZavři pro pokračování"
"GamblingSettings.slots.jackpotTitle","&6&l✦ JACKPOT! ✦","&6&l✦ JACKPOT! ✦"
"GamblingSettings.slots.lostPrefix","&7You lost &c","&7Prohrál jsi &c"
"GamblingSettings.slots.match2Lore","&7Match 2 symbols for a small return","&7Shoduj 2 symboly pro malý zisk"
"GamblingSettings.slots.match3Lore","&7Match 3 symbols to win!","&7Shoduj 3 symboly pro výhru!"
"GamblingSettings.slots.noMatchTitle","&c&lNo Match","&c&lŽádná shoda"
"GamblingSettings.slots.paylineLabel","&e>>> PAYLINE >>>","&e>>> VÝHERNÍ LINIE >>>"
"GamblingSettings.slots.payoutSymbolFormat","$symbol&7: &a$multiplierx &8(2x: $twoMatchx)","$symbol&7: &a$multiplierx &8(2x: $twoMatchx)"
"GamblingSettings.slots.payoutTableTitle","&6Payout Table","&6Tabulka výplat"
"GamblingSettings.slots.payoutsTitle","&6&lPAYOUTS &7(Rarer = Higher!)","&6&lVÝPLATY &7(Vzácnější = Vyšší!)"
"GamblingSettings.slots.smallWinTitle","&e&lSmall Win!","&e&lMalá výhra!"
"GamblingSettings.slots.spinBetLore","&7Bet: &6","&7Sázka: &6"
"GamblingSettings.slots.spinButton","&a&lSPIN!","&a&lTOČIT!"
"GamblingSettings.slots.spinClickLore","&7Click to spin the reels!","&7Klikni pro roztočení kotoučů!"
"GamblingSettings.slots.spinning","&7Spinning...","&7Točím..."
"GamblingSettings.slots.wonPrefix","&7You won &a","&7Vyhráls &a"
"HiddenChamber_grassland_Wand.lore[0]","The wizard's magical wand","Kouzelníkova magická hůlka"
"HiddenChamber_grassland_Wand.lore[1]","Used to cast all sorts of spells!","Slouží k sesílání všemožných kouzel!"
"HiddenChamber_grassland_Wand.name","&dMagic Wand","&dMagická hůlka"
"ItemSettings.armorEntry","&7Armor Level: &2$itemLevel","&7Elitní zbroj: &2$EDEF"
"ItemSettings.brokenItemSubtitleWarning","&cYour weapon is broken!","&cYour weapon is broken!"
"ItemSettings.directDropCoinMessage","&8[EliteMobs] &aObtained &2$amount $currencyName &a!","&8[EliteMobs] &aZískal jsi &2$amount $currencyName &a!"
"ItemSettings.directDropCustomLootMessage","&8[EliteMobs] &2Obtained $itemName &2!","&8[EliteMobs] &2Získal jsi $itemName &2!"
"ItemSettings.directDropMinecraftLootMessage","&8[EliteMobs] &aObtained $itemName &a!","&8[EliteMobs] &aZískal jsi $itemName &a!"
"ItemSettings.eliteEnchantmentLoreStrings","Elite","Elite"
"ItemSettings.eliteItemScrollLore[0]","&fUse at the Scroll Applier NPC to enchant","&fPoužij u NPC Aplikátora svitků pro zakouzlení"
"ItemSettings.eliteItemScrollLore[1]","&fa non-elite item into a level $level","&fnormálního předmětu na úroveň $level"
"ItemSettings.eliteItemScrollLore[2]","&felite item!","&felitního předmětu!"
"ItemSettings.eliteItemScrollName","&6Elite Item Scroll","&6Svitek elitního předmětu"
"ItemSettings.itemLoreStructureV2[0]","&7&l&m---------&7<&7&lEquip Info&7>&7&l&m---------","&7&m&l---------&7<&lInfo o vybavení&7>&m&l---------"
"ItemSettings.itemLoreStructureV2[1]","&7Item level: &f$itemLevel &7Prestige &6$prestigeLevel","&7Úroveň předmětu: &f$itemLevel &7Prestiž &6$prestigeLevel"
"ItemSettings.itemLoreStructureV2[2]","$weaponOrArmorStats","$weaponOrArmorStats"
"ItemSettings.itemLoreStructureV2[3]","$soulbindInfo","$soulbindInfo"
"ItemSettings.itemLoreStructureV2[4]","$itemSource","$itemSource"
"ItemSettings.itemLoreStructureV2[5]","&f$ifLore&7&l&m-----------&7< &f&lLore&7 >&7&l&m-----------","$ifLore&7&m&l-----------&7< &f&lPříběh&7 >&m&l-----------"
"ItemSettings.itemLoreStructureV2[6]","$customLore","$customLore"
"ItemSettings.itemLoreStructureV2[7]","&f$ifEnchantments&7&l&m--------&7<&9&lEnchantments&7>&7&l&m--------","$ifEnchantments&7&m&l--------&7<&9&lKouzla&7>&m&l--------"
"ItemSettings.itemLoreStructureV2[8]","$enchantments","$enchantments"
"ItemSettings.itemLoreStructureV2[9]","$eliteEnchantments","$eliteEnchantments"
"ItemSettings.itemLoreStructureV2[10]","&f$ifCustomEnchantments&7&l&m------&7< &3&lCustom Enchants&7 >&7&l&m------","$ifCustomEnchantments&7&m&l------&7< &3&lVlastní kouzla&7 >&m&l------"
"ItemSettings.itemLoreStructureV2[11]","$customEnchantments","$customEnchantments"
"ItemSettings.itemLoreStructureV2[12]","&f$ifPotionEffects&7&l&m----------&7< &5&lEffects&7 >&7&l&m----------","$ifPotionEffects&7&m&l----------&7< &5&lEfekty&7 >&m&l----------"
"ItemSettings.itemLoreStructureV2[13]","$potionEffect","$potionEffect"
"ItemSettings.itemLoreStructureV2[14]","&7&l&m-----------------------------","&7&l&m-----------------------------"
"ItemSettings.itemLoreStructureV2[15]","$loreResaleValue","$loreResaleValue"
"ItemSettings.levelRangeTooDifferent","&8EM] &4Your gear is level $playerLevel and the boss is level $bossLevel, level difference is too high to get coins!","&8EM] &4Tvoje vybavení je úrovně $playerLevel a Boss je úrovně $bossLevel, rozdíl úrovní je příliš velký pro získání mincí!"
"ItemSettings.loreResaleValues","&7Sells for $resale $currencyName","&7Prodá se za $resale $currencyName"
"ItemSettings.loreWorths","&7Worth $worth $currencyName","&7Hodnota $worth $currencyName"
"ItemSettings.mobSourceItemLores","&7Looted from $mob","&7Kořist z $mob"
"ItemSettings.noItemDurabilityMessage","&8[EliteMobs] $item &4is broken! It won't work until repaired!","&8[EliteMobs] $item &4je poškozený! Nebude fungovat dokud nebude opraven!"
"ItemSettings.noSoulbindLore","&7Not Soulbound!","&7Nevázáno na duši!"
"ItemSettings.preventEliteItemDisenchantmentMessage","&c[EliteMobs] Can't disenchant Elite Items!","&c[EliteMobs] Nelze odčarovat elitní předměty!"
"ItemSettings.scrapFailedMessageV2","&8[EliteMobs] &cScrapping failed $amount times!","&8[EliteMobs] &cŠrotování selhalo $amount krát!"
"ItemSettings.scrapNotConfiguredMessage","&cThe scrapper has no scrap item configured — contact an admin.","&cThe scrapper has no scrap item configured — contact an admin."
"ItemSettings.scrapSucceededMessageV2","&8[EliteMobs] &2Scrapping succeeded $amount times!","&8[EliteMobs] &2Šrotování uspělo $amount krát!"
"ItemSettings.shopSourceItemLores","&7Purchased from a store","&7Zakoupeno v obchodě"
"ItemSettings.simlootMessageFailure","&8[EliteMobs] &cRolled for loot and got nothing!","&8[EliteMobs] &cHodil jsi pro kořist a nic jsi nezískal!"
"ItemSettings.simlootMessageSuccess","&8[EliteMobs] &2Rolled for loot and got $itemName &2!","&8[EliteMobs] &2Hodil jsi pro kořist a získal jsi $itemName &2!"
"ItemSettings.weaponEntry","&7Weapon Level: &2$itemLevel","&7Elitní DPS: &2$EDPS"
"LiftAirFiller.deathMessages[0]","Filling lift with blocks!","Plním výtah bloky!"
"LiftAirFiller.name","$eventBossLevel &dLift Air Filler","$eventBossLevel &dPlnič výtahu vzduchem"
"LiftStateFinishDungeon.name","$bossLevel &dLift Master","$bossLevel &dMistr výtahu"
"LiftStateFour.deathMessages[0]","&7The lift suddenly moves downwards with great force!","&7Výtah se náhle s velkou silou pohybuje dolů!"
"LiftStateFour.name","$bossLevel &dLift Master","$bossLevel &dMistr výtahu"
"LiftStateOne.deathMessages[0]","&7The lift suddenly moves downwards with great force!","&7Výtah se náhle s velkou silou pohybuje dolů!"
"LiftStateOne.name","$bossLevel &dLift Master","$bossLevel &dMistr výtahu"
"LiftStateThree.deathMessages[0]","&7The lift suddenly moves downwards with great force!","&7Výtah se náhle s velkou silou pohybuje dolů!"
"LiftStateThree.name","$bossLevel &dLift Master","$bossLevel &dMistr výtahu"
"LiftStateTwo.deathMessages[0]","&7The lift suddenly moves downwards with great force!","&7Výtah se náhle s velkou silou pohybuje dolů!"
"LiftStateTwo.name","$bossLevel &dLift Master","$bossLevel &dMistr výtahu"
"LiftStateZero.deathMessages[0]","Setting lift to state zero!","Nastavuji výtah do nulového stavu!"
"LiftStateZero.name","$eventBossLevel &dLift State Zero","$eventBossLevel &dVýtah ve stavu nula"
"MobCombatSettings.autoclickerThrottleMessage","&c[EliteMobs] &7You are attacking too fast. Damage to elites disabled for &e$seconds&7s.","&c[EliteMobs] &7You are attacking too fast. Damage to elites disabled for &e$seconds&7s."
"MobCombatSettings.bossKillParticipationMessage","&eYour damage: &2$playerDamage","&eVáš poškození: &2$playerDamage"
"MobCombatSettings.bossLocationMessage","&7[EM] &2[Click to track!]","&7[EM] &2[Klikni pro sledování!]"
"MobCombatSettings.defaultOtherWorldBossLocationMessage","$name: In different world!","$name: V jiném světě!"
"MobCombatSettings.fallbackBossBarName","Elite Boss","Elite Boss"
"MobCombatSettings.fullHealMessage","&2FULL HEAL!","&2PLNÉ LÉČENÍ!"
"MobCombatSettings.healPopupFormat","+$amount HP","+$amount ŽS"
"MobCombatSettings.healthDisplaySeparator"," &7/ "," &7/ "
"MobCombatSettings.invulnerablePopupText","&9&lINVULNERABLE","&9&lINVULNERABLE"
"MobCombatSettings.resistText","&c&lResist!","&c&lOdolnost!"
"MobCombatSettings.scaledHighThreatLevelSymbol","☠","☠"
"MobCombatSettings.scaledStandardLevelSymbol","「⚔」","「⚔」"
"MobCombatSettings.weakText","&9&lWeak!","&9&lSlabina!"
"MobCombatSettings.xpPopupFormat","+$amount ✦XP","+$amount ✦XP"
"Party.alreadyInPartyMessage","$prefixYou are already in a party.","$prefixYou are already in a party."
"Party.commandAcceptDescription","Accepts your pending EliteMobs party invitation.","Accepts your pending EliteMobs party invitation."
"Party.commandCreateDescription","Creates a session-scoped EliteMobs party.","Creates a session-scoped EliteMobs party."
"Party.commandDeclineDescription","Declines an active party dungeon ready check.","Declines an active party dungeon ready check."
"Party.commandHideInteractionHintDescription","Permanently hides right-click party invitation hints.","Permanently hides right-click party invitation hints."
"Party.commandInviteDescription","Invites an online player to your EliteMobs party.","Invites an online player to your EliteMobs party."
"Party.commandLeaveDescription","Leaves your current EliteMobs party.","Leaves your current EliteMobs party."
"Party.commandMenuDescription","Opens compatible EliteMobs party controls.","Opens compatible EliteMobs party controls."
"Party.commandReadyDescription","Accepts an active party dungeon ready check.","Accepts an active party dungeon ready check."
"Party.disabledMessage","$prefixThe party system is disabled on this server.","$prefixThe party system is disabled on this server."
"Party.dungeonPartyChangedMessage","$prefixThe party changed while the dungeon was being prepared. Please try again.","$prefixThe party changed while the dungeon was being prepared. Please try again."
"Party.dungeonPartyInInstanceMessage","$prefixParty entry stopped because &f$player &7is already in another instance.","$prefixParty entry stopped because &f$player &7is already in another instance."
"Party.dungeonPartyJoinFailedMessage","$prefixThe party could not enter together, so nobody was moved.","$prefixThe party could not enter together, so nobody was moved."
"Party.dungeonPartyNoPermissionMessage","$prefixParty entry stopped because &f$player &7does not have permission for this dungeon.","$prefixParty entry stopped because &f$player &7does not have permission for this dungeon."
"Party.dungeonPartyTooLargeMessage","$prefixParty entry needs &f$count &7open spots, but this dungeon only has &f$max &7available.","$prefixParty entry needs &f$count &7open spots, but this dungeon only has &f$max &7available."
"Party.dungeonPartyUnavailableMessage","$prefixParty entry stopped because &f$player &7is no longer available.","$prefixParty entry stopped because &f$player &7is no longer available."
"Party.dungeonReadyCheckAlreadyReadyMessage","$prefixYou are already ready for this dungeon.","$prefixYou are already ready for this dungeon."
"Party.dungeonReadyCheckCancelButton","<g:#7A1F2B:#C2414A>[CANCEL]</g>","<g:#7A1F2B:#C2414A>[CANCEL]</g>"
"Party.dungeonReadyCheckCancelPromptMessage","$prefixStarted the wrong dungeon? ","$prefixStarted the wrong dungeon? "
"Party.dungeonReadyCheckCompleteMessage","$prefix&aEveryone is ready! &7Preparing &f$dungeon&7...","$prefix&aEveryone is ready! &7Preparing &f$dungeon&7..."
"Party.dungeonReadyCheckDeclineButton"," <g:#7A1F2B:#C2414A>[DECLINE]</g>"," <g:#7A1F2B:#C2414A>[DECLINE]</g>"
"Party.dungeonReadyCheckDeclineHover","&7Click to cancel this party entry","&7Click to cancel this party entry"
"Party.dungeonReadyCheckDeclinedMessage","$prefix&f$player &cdeclined &7the ready check for &f$dungeon&7.","$prefix&f$player &cdeclined &7the ready check for &f$dungeon&7."
"Party.dungeonReadyCheckExpiredMessage","$prefixThe ready check for &f$dungeon &7expired.","$prefixThe ready check for &f$dungeon &7expired."
"Party.dungeonReadyCheckLevelFormat","$dungeon - level $level","$dungeon - level $level"
"Party.dungeonReadyCheckNoPendingMessage","$prefixThat dungeon ready check is no longer active.","$prefixThat dungeon ready check is no longer active."
"Party.dungeonReadyCheckPendingMessage","$prefixYour party already has a dungeon ready check in progress.","$prefixYour party already has a dungeon ready check in progress."
"Party.dungeonReadyCheckPlayerReadyMessage","$prefix&f$player &ais ready &7(&f$ready&7/&f$total&7).","$prefix&f$player &ais ready &7(&f$ready&7/&f$total&7)."
