"key","en","cs"
"ItemSettings.eliteItemScrollLore[1]","&fa non-elite item into a level $level","&fnormálního předmětu na úroveň $level"
"ItemSettings.eliteItemScrollLore[2]","&felite item!","&felitního předmětu!"
"ItemSettings.eliteItemScrollName","&6Elite Item Scroll","&6Svitek elitního předmětu"
"ItemSettings.itemLoreStructureV2[0]","&7&l&m---------&7<&7&lEquip Info&7>&7&l&m---------","&7&m&l---------&7<&lInfo o vybavení&7>&m&l---------"
"ItemSettings.itemLoreStructureV2[1]","&7Item level: &f$itemLevel &7Prestige &6$prestigeLevel","&7Úroveň předmětu: &f$itemLevel &7Prestiž &6$prestigeLevel"
"ItemSettings.itemLoreStructureV2[2]","$weaponOrArmorStats","$weaponOrArmorStats"
"ItemSettings.itemLoreStructureV2[3]","$soulbindInfo","$soulbindInfo"
"ItemSettings.itemLoreStructureV2[4]","$itemSource","$itemSource"
"ItemSettings.itemLoreStructureV2[5]","&f$ifLore&7&l&m-----------&7< &f&lLore&7 >&7&l&m-----------","$ifLore&7&m&l-----------&7< &f&lPříběh&7 >&m&l-----------"
"ItemSettings.itemLoreStructureV2[6]","$customLore","$customLore"
"ItemSettings.itemLoreStructureV2[7]","&f$ifEnchantments&7&l&m--------&7<&9&lEnchantments&7>&7&l&m--------","$ifEnchantments&7&m&l--------&7<&9&lKouzla&7>&m&l--------"
"ItemSettings.itemLoreStructureV2[8]","$enchantments","$enchantments"
"ItemSettings.itemLoreStructureV2[9]","$eliteEnchantments","$eliteEnchantments"
"ItemSettings.itemLoreStructureV2[10]","&f$ifCustomEnchantments&7&l&m------&7< &3&lCustom Enchants&7 >&7&l&m------","$ifCustomEnchantments&7&m&l------&7< &3&lVlastní kouzla&7 >&m&l------"
"ItemSettings.itemLoreStructureV2[11]","$customEnchantments","$customEnchantments"
"ItemSettings.itemLoreStructureV2[12]","&f$ifPotionEffects&7&l&m----------&7< &5&lEffects&7 >&7&l&m----------","$ifPotionEffects&7&m&l----------&7< &5&lEfekty&7 >&m&l----------"
"ItemSettings.itemLoreStructureV2[13]","$potionEffect","$potionEffect"
"ItemSettings.itemLoreStructureV2[14]","&7&l&m-----------------------------","&7&l&m-----------------------------"
"ItemSettings.itemLoreStructureV2[15]","$loreResaleValue","$loreResaleValue"
"ItemSettings.levelRangeTooDifferent","&8EM] &4Your gear is level $playerLevel and the boss is level $bossLevel, level difference is too high to get coins!","&8EM] &4Tvoje vybavení je úrovně $playerLevel a Boss je úrovně $bossLevel, rozdíl úrovní je příliš velký pro získání mincí!"
"ItemSettings.loreResaleValues","&7Sells for $resale $currencyName","&7Prodá se za $resale $currencyName"
"ItemSettings.loreWorths","&7Worth $worth $currencyName","&7Hodnota $worth $currencyName"
"ItemSettings.mobSourceItemLores","&7Looted from $mob","&7Kořist z $mob"
"ItemSettings.noItemDurabilityMessage","&8[EliteMobs] $item &4is broken! It won't work until repaired!","&8[EliteMobs] $item &4je poškozený! Nebude fungovat dokud nebude opraven!"
"ItemSettings.noSoulbindLore","&7Not Soulbound!","&7Nevázáno na duši!"
"ItemSettings.preventEliteItemDisenchantmentMessage","&c[EliteMobs] Can't disenchant Elite Items!","&c[EliteMobs] Nelze odčarovat elitní předměty!"
"ItemSettings.scrapFailedMessageV2","&8[EliteMobs] &cScrapping failed $amount times!","&8[EliteMobs] &cŠrotování selhalo $amount krát!"
"ItemSettings.scrapNotConfiguredMessage","&cThe scrapper has no scrap item configured — contact an admin.","&cThe scrapper has no scrap item configured — contact an admin."
"ItemSettings.scrapSucceededMessageV2","&8[EliteMobs] &2Scrapping succeeded $amount times!","&8[EliteMobs] &2Šrotování uspělo $amount krát!"
"ItemSettings.shopSourceItemLores","&7Purchased from a store","&7Zakoupeno v obchodě"
"ItemSettings.simlootMessageFailure","&8[EliteMobs] &cRolled for loot and got nothing!","&8[EliteMobs] &cHodil jsi pro kořist a nic jsi nezískal!"
"ItemSettings.simlootMessageSuccess","&8[EliteMobs] &2Rolled for loot and got $itemName &2!","&8[EliteMobs] &2Hodil jsi pro kořist a získal jsi $itemName &2!"
"ItemSettings.weaponEntry","&7Weapon Level: &2$itemLevel","&7Elitní DPS: &2$EDPS"
"MobCombatSettings.autoclickerThrottleMessage","&c[EliteMobs] &7You are attacking too fast. Damage to elites disabled for &e$seconds&7s.","&c[EliteMobs] &7You are attacking too fast. Damage to elites disabled for &e$seconds&7s."
"MobCombatSettings.bossKillParticipationMessage","&eYour damage: &2$playerDamage","&eVáš poškození: &2$playerDamage"
"MobCombatSettings.bossLocationMessage","&7[EM] &2[Click to track!]","&7[EM] &2[Klikni pro sledování!]"
"MobCombatSettings.defaultOtherWorldBossLocationMessage","$name: In different world!","$name: V jiném světě!"
"MobCombatSettings.fallbackBossBarName","Elite Boss","Elite Boss"
"MobCombatSettings.fullHealMessage","&2FULL HEAL!","&2PLNÉ LÉČENÍ!"
"MobCombatSettings.healPopupFormat","+$amount HP","+$amount ŽS"
"MobCombatSettings.healthDisplaySeparator"," &7/ "," &7/ "
"MobCombatSettings.invulnerablePopupText","&9&lINVULNERABLE","&9&lINVULNERABLE"
"MobCombatSettings.resistText","&c&lResist!","&c&lOdolnost!"
"MobCombatSettings.scaledHighThreatLevelSymbol","☠","☠"
"MobCombatSettings.scaledStandardLevelSymbol","「⚔」","「⚔」"
"MobCombatSettings.weakText","&9&lWeak!","&9&lSlabina!"
"MobCombatSettings.xpPopupFormat","+$amount ✦XP","+$amount ✦XP"
"Party.alreadyInPartyMessage","$prefixYou are already in a party.","$prefixYou are already in a party."
"Party.commandAcceptDescription","Accepts your pending EliteMobs party invitation.","Accepts your pending EliteMobs party invitation."
"Party.commandCreateDescription","Creates a session-scoped EliteMobs party.","Creates a session-scoped EliteMobs party."
"Party.commandDeclineDescription","Declines an active party dungeon ready check.","Declines an active party dungeon ready check."
"Party.commandHideInteractionHintDescription","Permanently hides right-click party invitation hints.","Permanently hides right-click party invitation hints."
"Party.commandInviteDescription","Invites an online player to your EliteMobs party.","Invites an online player to your EliteMobs party."
"Party.commandLeaveDescription","Leaves your current EliteMobs party.","Leaves your current EliteMobs party."
"Party.commandMenuDescription","Opens compatible EliteMobs party controls.","Opens compatible EliteMobs party controls."
"Party.commandReadyDescription","Accepts an active party dungeon ready check.","Accepts an active party dungeon ready check."
"Party.disabledMessage","$prefixThe party system is disabled on this server.","$prefixThe party system is disabled on this server."
"Party.dungeonPartyChangedMessage","$prefixThe party changed while the dungeon was being prepared. Please try again.","$prefixThe party changed while the dungeon was being prepared. Please try again."
"Party.dungeonPartyInInstanceMessage","$prefixParty entry stopped because &f$player &7is already in another instance.","$prefixParty entry stopped because &f$player &7is already in another instance."
"Party.dungeonPartyJoinFailedMessage","$prefixThe party could not enter together, so nobody was moved.","$prefixThe party could not enter together, so nobody was moved."
"Party.dungeonPartyNoPermissionMessage","$prefixParty entry stopped because &f$player &7does not have permission for this dungeon.","$prefixParty entry stopped because &f$player &7does not have permission for this dungeon."
"Party.dungeonPartyTooLargeMessage","$prefixParty entry needs &f$count &7open spots, but this dungeon only has &f$max &7available.","$prefixParty entry needs &f$count &7open spots, but this dungeon only has &f$max &7available."
"Party.dungeonPartyUnavailableMessage","$prefixParty entry stopped because &f$player &7is no longer available.","$prefixParty entry stopped because &f$player &7is no longer available."
"Party.dungeonReadyCheckAlreadyReadyMessage","$prefixYou are already ready for this dungeon.","$prefixYou are already ready for this dungeon."
"Party.dungeonReadyCheckCancelButton","<g:#7A1F2B:#C2414A>[CANCEL]</g>","<g:#7A1F2B:#C2414A>[CANCEL]</g>"
"Party.dungeonReadyCheckCancelPromptMessage","$prefixStarted the wrong dungeon? ","$prefixStarted the wrong dungeon? "
"Party.dungeonReadyCheckCompleteMessage","$prefix&aEveryone is ready! &7Preparing &f$dungeon&7...","$prefix&aEveryone is ready! &7Preparing &f$dungeon&7..."
"Party.dungeonReadyCheckDeclineButton"," <g:#7A1F2B:#C2414A>[DECLINE]</g>"," <g:#7A1F2B:#C2414A>[DECLINE]</g>"
"Party.dungeonReadyCheckDeclineHover","&7Click to cancel this party entry","&7Click to cancel this party entry"
"Party.dungeonReadyCheckDeclinedMessage","$prefix&f$player &cdeclined &7the ready check for &f$dungeon&7.","$prefix&f$player &cdeclined &7the ready check for &f$dungeon&7."
"Party.dungeonReadyCheckExpiredMessage","$prefixThe ready check for &f$dungeon &7expired.","$prefixThe ready check for &f$dungeon &7expired."
"Party.dungeonReadyCheckLevelFormat","$dungeon - level $level","$dungeon - level $level"
"Party.dungeonReadyCheckNoPendingMessage","$prefixThat dungeon ready check is no longer active.","$prefixThat dungeon ready check is no longer active."
"Party.dungeonReadyCheckPendingMessage","$prefixYour party already has a dungeon ready check in progress.","$prefixYour party already has a dungeon ready check in progress."
"Party.dungeonReadyCheckPlayerReadyMessage","$prefix&f$player &ais ready &7(&f$ready&7/&f$total&7).","$prefix&f$player &ais ready &7(&f$ready&7/&f$total&7)."
"Party.dungeonReadyCheckPromptMessage","$prefixReady to enter &f$dungeon&7? ","$prefixReady to enter &f$dungeon&7? "
"Party.dungeonReadyCheckReadyButton","<g:#2E7D4F:#69C56F>[READY]</g>","<g:#2E7D4F:#69C56F>[READY]</g>"
"Party.dungeonReadyCheckReadyHover","&7Click to confirm dungeon entry","&7Click to confirm dungeon entry"
"Party.dungeonReadyCheckStartedMessage","$prefix&f$player &7wants to enter &f$dungeon&7. Waiting for the party (&f$ready&7/&f$total&7).","$prefix&f$player &7wants to enter &f$dungeon&7. Waiting for the party (&f$ready&7/&f$total&7)."
"Party.dungeonReadyCheckUnknownDungeonName","this dungeon","this dungeon"
"Party.inventoryAcceptInviteLore","&7Join their EliteMobs party.","&7Join their EliteMobs party."
"Party.inventoryAcceptInviteName","<g:#2E7D4F:#69C56F>Accept Invite</g> &f— $player","<g:#2E7D4F:#69C56F>Accept Invite</g> &f— $player"
"Party.inventoryBackName","&eBack to /em","&eBack to /em"
"Party.inventoryBackToPartyName","&eBack to Party Controls","&eBack to Party Controls"
"Party.inventoryCancelReadyLore","&7Cancel this party dungeon entry.","&7Cancel this party dungeon entry."
"Party.inventoryCancelReadyName","<g:#7A1F2B:#C2414A>Cancel Ready Check</g>","<g:#7A1F2B:#C2414A>Cancel Ready Check</g>"
"Party.inventoryControlsTitle","<g:#A04468:#E07A9A>♥ Elite Party</g>","<g:#A04468:#E07A9A>♥ Elite Party</g>"
"Party.inventoryCreateLore","&7Create a party for up to five players.","&7Create a party for up to five players."
"Party.inventoryCreateName","<g:#2E7D4F:#69C56F>+ Create a Party</g>","<g:#2E7D4F:#69C56F>+ Create a Party</g>"
"Party.inventoryDeclineLore","&7Ignore this invitation.","&7Ignore this invitation."
"Party.inventoryDeclineName","<g:#7A1F2B:#C2414A>Decline</g>","<g:#7A1F2B:#C2414A>Decline</g>"
"Party.inventoryInteractionInviteLore","&7Invite this player to your party.","&7Invite this player to your party."
"Party.inventoryInteractionInviteName","<g:#267A78:#58B8A9>✉ Invite</g> &f$player","<g:#267A78:#58B8A9>✉ Invite</g> &f$player"
"Party.inventoryInteractionTitle","<g:#A04468:#E07A9A>♥ Party with</g> &f$player","<g:#A04468:#E07A9A>♥ Party with</g> &f$player"
"Party.inventoryInvitationTitle","<g:#A04468:#E07A9A>✉ Party Invitation</g>","<g:#A04468:#E07A9A>✉ Party Invitation</g>"
"Party.inventoryInviteLore","&7Choose an online player to invite.","&7Choose an online player to invite."
"Party.inventoryInviteName","<g:#267A78:#58B8A9>✉ Invite a Player</g>","<g:#267A78:#58B8A9>✉ Invite a Player</g>"
"Party.inventoryInvitePlayerName","<g:#267A78:#58B8A9>✉ Invite</g> &f$player","<g:#267A78:#58B8A9>✉ Invite</g> &f$player"
"Party.inventoryInvitePlayersTitle","<g:#A04468:#E07A9A>✉ Invite a Player</g>","<g:#A04468:#E07A9A>✉ Invite a Player</g>"
"Party.inventoryLeaveLore","&7Leave your current party.","&7Leave your current party."
"Party.inventoryLeaveName","<g:#7A1F2B:#C2414A>✘ Leave Party</g>","<g:#7A1F2B:#C2414A>✘ Leave Party</g>"
"Party.inventoryNeverShowLore","&7Permanently hide right-click party hints.","&7Permanently hide right-click party hints."
"Party.inventoryNeverShowName","&8Never Show This Again","&8Never Show This Again"
"Party.inventoryNextName","&eNext Page","&eNext Page"
"Party.inventoryNoInvitePlayersLore","&8Nobody online can currently be invited.","&8Nobody online can currently be invited."
"Party.inventoryNoInvitePlayersName","&7No Players Available","&7No Players Available"
"Party.inventoryNoPermissionMessage","&cYou do not have permission to use EliteMobs parties.","&cYou do not have permission to use EliteMobs parties."
"Party.inventoryPreviousName","&ePrevious Page","&ePrevious Page"
"Party.inventoryReadyCheckTitle","<g:#6D3AA8:#A855F7>★ Dungeon Ready Check</g>","<g:#6D3AA8:#A855F7>★ Dungeon Ready Check</g>"
"Party.inventoryReadyConfirmLore","&7Confirm that you are ready to enter.","&7Confirm that you are ready to enter."
"Party.inventoryReadyDungeonName","<g:#6D3AA8:#A855F7>★ Dungeon</g> &f$dungeon","<g:#6D3AA8:#A855F7>★ Dungeon</g> &f$dungeon"
"Party.inventoryReadyLore","&7Enter when everyone is ready.","&7Enter when everyone is ready."
"Party.inventoryReadyName","<g:#2E7D4F:#69C56F>Ready</g>","<g:#2E7D4F:#69C56F>Ready</g>"
"Party.inventoryReadyWaitingLore","&7Waiting for your party.","&7Waiting for your party."
"Party.inventorySelectInviteLore","&7Click to invite.","&7Click to invite."
"Party.inviteAcceptButton","<g:#2E7D4F:#69C56F>[ACCEPT]</g>","<g:#2E7D4F:#69C56F>[ACCEPT]</g>"
"Party.inviteAcceptHover","&7Click to join the party","&7Click to join the party"
"Party.inviteAlreadyPendingMessage","$prefix&f$player &7already has a pending party invitation.","$prefix&f$player &7already has a pending party invitation."
"Party.inviteExpiredMessage","$prefixThat party invitation expired.","$prefixThat party invitation expired."
"Party.inviteReceivedMessage","$prefix&f$player &7invited you to join their party. ","$prefix&f$player &7invited you to join their party. "
"Party.inviteSentMessage","$prefixInvitation sent to &f$player&7.","$prefixInvitation sent to &f$player&7."
"Party.joinedPartyMessage","$prefix&aYou joined the party!","$prefix&aYou joined the party!"
"Party.leaderChangedMessage","$prefix&f$player &7is now the party leader.","$prefix&f$player &7is now the party leader."
"Party.leftPartyMessage","$prefixYou left the party.","$prefixYou left the party."
"Party.memberJoinedMessage","$prefix&f$player &ajoined the party.","$prefix&f$player &ajoined the party."
"Party.memberLeftMessage","$prefix&f$player &cleft the party.","$prefix&f$player &cleft the party."
"Party.noPendingInviteMessage","$prefixYou do not have a pending party invitation.","$prefixYou do not have a pending party invitation."
"Party.notInPartyMessage","$prefixYou are not in a party.","$prefixYou are not in a party."
"Party.partyCreatedMessage","$prefix&aParty created! &7Invite players with &f/em party invite <player>&7.","$prefix&aParty created! &7Invite players with &f/em party invite <player>&7."
"Party.partyFullMessage","$prefixThat party already has five players.","$prefixThat party already has five players."
"Party.playerAlreadyInPartyMessage","$prefixThat player is already in a party.","$prefixThat player is already in a party."
"Party.playerCannotUsePartiesMessage","$prefix&f$player &7does not have permission to use parties.","$prefix&f$player &7does not have permission to use parties."
"Party.playerInteractionHintDisableButton","&8[Don't show again]","&8[Don't show again]"
"Party.playerInteractionHintDisableHover","&7Permanently hide right-click party hints","&7Permanently hide right-click party hints"
"Party.playerInteractionHintDisabledMessage","$prefixRight-click party hints have been disabled for you.","$prefixRight-click party hints have been disabled for you."
"Party.playerInteractionHintInviteButton","<g:#2E7D4F:#69C56F>[INVITE]</g>","<g:#2E7D4F:#69C56F>[INVITE]</g>"
"Party.playerInteractionHintInviteHover","&7Invite &f$player &7to your party","&7Invite &f$player &7to your party"
"Party.playerInteractionHintMessage","$prefixWant to team up with &f$player&7? ","$prefixWant to team up with &f$player&7? "
"Party.playerUnavailableMessage","$prefixThat player is not online.","$prefixThat player is not online."
"Party.prefix","&8[<g:#A04468:#E07A9A>Party</g>&8] &7","&8[<g:#A04468:#E07A9A>Party</g>&8] &7"
"Party.readyCheckTokenHint","ready check token","ready check token"
"Party.selfInviteMessage","$prefixYou cannot invite yourself.","$prefixYou cannot invite yourself."
"Party.sidebarDownedDisplay"," &c☠"," &c☠"
"Party.sidebarHealthCriticalColor","&c","&c"
"Party.sidebarHealthGlyph","❤","❤"
"Party.sidebarHealthHealthyColor","&a","&a"
"Party.sidebarHealthMissingColor","&8","&8"
"Party.sidebarHealthWoundedColor","&e","&e"
"Party.sidebarInviteAction","&b✉ &f/em party invite <player>","&b✉ &f/em party invite <player>"
"Party.sidebarLeaderLine","&6★ &f$player$health$lives","&6★ &f$player$health$lives"
